keys|values
mailin|1
acknowledgement|1
sports..|2
nadir|4
dances,|6
rumour.|1
shakeel-ur-rehman,|2
assalam-o-alaikum..|1
anti-religion|2
indies|16
(compensation)|1
there.dont|1
spraeding|1
drame|1
turki|55
muslins|1
morons.|1
umah.such|1
kokabs|1
oeiope|1
sense...the|1
embarrassed|9
years.i|1
cream,|1
https://www.youtube.com/watch?v=v7z9ty2xdj4|1
ur|256
firkawarana|1
breasts|1
breaked|2
fasad|12
liatat|1
hairs.|1
pis|1
person...such|1
fasly|1
larkian|1
fucktard??|1
pashtoon|41
reckoned|1
@reportpemra|3
refuse.|1
meera.|1
majority.|2
postings.|1
devise|2
aysa|3
(tahazeeb)|1
matters..|1
corage|1
employees|4
issuing|10
lliqauat|1
pehan|2
ulma|61
army.kindly|1
immdiate|1
pagham|1
surface|1
prejudiced.|1
hhave|1
captions|71
ummah..|1
hires|1
terrorism....|1
activities|271
allmost|11
https://www.youtube.com/watch?v=cbztgk-rtro|1
competetion|1
vlilance|1
penished|1
0308pm|1
put|403
chiuangam|1
fix|10
absolutly|1
mukar|1
shouts|1
doubtfull.|1
banni|1
identities.|1
09-january-2017,|1
24.05.17,|1
banned.najam|1
peudo|1
8xm.|2
qualities|1
hideius|1
nt|9
been.|5
ex-governor|1
beyond|42
https://www.facebook.com/weareahlehadith/videos/1322146794565329/|1
exposee|1
consecutive|3
serious|560
jumped|1
islam.....they|1
blocking|2
page|24
tv.they|1
1%|1
and.create|1
scandal...|1
kehlanay|1
funeral|1
imp|1
thieves.|2
scholars,|12
copmlaint|1
amin|3
watchful|1
display|52
s.masood.|1
nagin-3(indian)|2
bollywood|41
sorryfor.his|1
https://www.facebook.com/iahmedhams/posts/10156379054709419|1
happening|32
knowledgeable|3
banna|5
days...!!|1
bettween|1
bol.whenever|1
valgurit.|1
board,but|1
axact.|1
choked|1
liquat|81
discredit|3
styles.|1
pakistan|2506
information|143
days..|4
urdu1daily|1
suspending|2
rather|126
mulaahs.|1
goraya|2
consumption|2
signs|8
winning|6
pemrra|1
hijab/doppatta|2
9:01|1
fields|1
humiliating|37
impressions.|2
programmes,|1
vut|1
wajamat|1
he,|4
wrogn.|1
24/05/2018|4
says|70
suold|1
condemns|2
together|25
shoulb|2
acceptable.the|1
(acting)|1
press?|1
akal|1
saudi|40
#boltv|14
cooking|15
afterwards|2
agenda.thanking|1
normal.|1
audience.he|1
dangerous|124
designed|5
ulamaa|1
crupt|1
celebrated|2
b.|1
hearts.|17
dr.amir|76
abousing|1
belt|27
rashida;|1
rizvi|1
lady,|3
badami,|1
)authorities|1
subcontinet...and|1
gheebat|2
chest|3
maqbool|93
badly,|3
naiks)|1
rules!.|1
gunmens,|1
disturb.|1
pashto|4
civilization.|1
bane.|1
pakistani???????|1
13,|2
mushraaff|1
firqawarana.|1
naats.|1
teleman|1
heart.|1
vj|2
banaty|1
suites|1
patriot.|1
dhadi|1
agencies.|12
la-ilaha-il-allah|1
handcuff|1
content|935
haram...|1
agent,|3
politics|10
rectify|7
stalking|1
programs|812
refer|44
decades|1
whore|2
inhumane|3
harf-e-raaz|1
hatched|1
200|2
demoralizing|6
qaro|2
on?|3
liauquat|1
unbiased,|4
mehmaan|1
bhagwan)|1
khilafat-e-rashda|1
participate|11
personals.|2
stopl|1
litting|2
illiterate.|1
iqdars.|5
progeam|1
makes|120
transmission...|7
showinng|1
ago,|20
sara/transgender|1
pleae|1
trailed|2
valger|14
civilian|7
pornography|2
menace|3
suppose|9
yamen,|1
gains|2
dramas.so|1
*bol|4
....he|3
commens|1
blackmailed|22
monger|9
jamshoro|1
center|7
infiltrators|1
minorities|14
young.|1
noorani..|1
(20th|2
attitude....|1
ignorat|1
programme,|9
ready,|1
cordially,|2
hm|1
evidence..this|1
khalids|1
valgarity|14
middle/old|13
censor|56
ooper|3
thouroughly.|1
deess|18
misled|3
dropping|2
adverts|5
controler,|1
shazaib|192
premeir|1
leyaqat|2
dua|3
possessiveness|1
prone|1
saw,|3
20:00.|1
areanti|5
emberasment|1
indeed.|1
wrongdoings|2
(i|5
involvement!|1
hands.|15
said.|8
https://m.facebook.com/story.php?story_fbid=1921216447949290&id=1058816320855978|1
misconception|26
1800hours|1
journalism,|13
producing|20
amil|3
him..you|11
endorsed|4
remzan|1
stooped.|1
public...|2
incite|70
offline.|1
allah!|195
insilts|1
comment|7
24.05.2018,|2
arrangement|2
showingaisi|2
lohdis|1
bolo|1
generally.|10
surprised/disturbed|1
throwing|7
non-ethical|1
dain,|1
scene)|3
same,|2
habits|2
paksat)..no|1
apartment,|1
hurls|1
propoganda..|1
mir,|8
addressess.|2
astray|2
relegion.i|1
crush|1
galaxy|4
solved!|1
frqah|1
soap,|3
pocket.|1
..ban|1
court,mother|1
maleeha|30
disappearances.|1
never|211
unknowns.|1
shethi|1
pehlay|1
masked|4
tgese|1
somerhing|2
filming|2
weekends**|3
qurbani|1
repetitions|1
guise|2
perl.)|1
wrongfully|8
hut|2
go.|4
shariff|1
life!|2
civilised|2
muslim..|2
clashes..|1
5000/|1
martyred|2
friday|14
journey|1
maliging|1
activitst|1
sahab)|2
content).|1
margin.|1
nab|3
secularism|25
advertisement:|5
instilled|1
(i.e.|1
jye|1
males.|1
november.|2
,he|3
authorised|2
need|399
scolor.|1
mehsood|1
chose|6
icons|1
zainab..|1
(missing|1
stupendously|1
silencing|14
najam.|1
nonsense,|3
yakjehti|1
deal|36
slow,|1
https://web.facebook.com/mubeenthemustacheman/videos/692621347581808/?hc_ref=newsfeed|1
movies..|2
baaghi,|1
immediately...|5
politicians|24
severly|3
jahan|1
aasha.|1
krhe|4
baig|2
extreme|36
lit|1
havr|1
chaly|45
surrender|1
disable|1
declares|1
hambali.|1
issues....|1
creation|6
youtube....moreover|1
dharel|2
ciit|8
rise|16
judges|11
zee|25
saas-|5
hurling|8
possitive|8
society!|50
emotive|1
disrespectful...|1
devastating|2
anyway.|2
mine.|2
firqaas|1
yaah|1
peoples..|1
topics.|40
atleast|121
right...|1
homeland|3
honour|14
soon.ambitions|1
courts..|1
instabt|1
notifications|1
promte|1
wazir...|1
marrow|18
rumble(wrestling|1
..why|1
https://www.instagram.com/p/bwdjhupgtgg/|2
but,|3
laqait|1
or.|5
khanzada.|5
abusive|69
talent.|1
certainly|9
watting|1
define|33
introduce|7
(nazar|1
collect|1
attitued|1
slogan.|1
ph:|1
shift|2
24hd|1
wasim|14
conitnue|1
distinctive|2
bolnews|3
misquoted|1
maliha|13
controller|1
agent.|7
urgent|27
rehman.|16
described|13
panties|2
channel.i|1
him!|2
keymon|1
di-track|5
vulgur.|1
wins|1
suppression.|1
feeded|1
ahmedis|1
ithasbecome|1
noorni|2
itself,|2
liaauat|1
http://www.dailymotion.com/video/x5c4p1y_abb-tak-crime-reporter-caught-blackmailing-a-family_news|7
cause..|1
diffussion|1
khofya|1
setteld|1
deteriorating|2
islam.islam|1
feminism,live|14
cpec|1
selfie|54
spirit|37
khanzada..ghaddar|1
hain...|1
sunnah|18
ultimate|3
(hate|1
http://www.apni-yaari.com/crime-reporter-sana-faisal-blackmailing-video-leaked/|1
boys|58
formed|6
*live|3
district.|2
language,|11
hatered.|3
beverly|2
cohesion|35
yell|1
a1|8
appropriately|2
beam|1
jamashoro,|1
fragmented|1
trf|2
pedophiles|41
peak.|2
shulter|1
k(1)&|3
setimnets|11
interperated|1
enforcement|10
1965s|3
scanning|2
threatened.|1
be.|5
distraction|16
etc...|2
http://www.zemtv.com/2017/04/03/john-cena-proposes-to-his-gf-channel-24-breaking-news/|1
tentions|1
jerk|1
dharel/decoit|1
lodhi,s|1
tovaamir|1
4-11-2017|1
taunts|2
show..why|1
homes,|2
communities.|6
destablizing|1
country;|4
promote,|1
.is|2
role.|3
characters/|4
nation,|17
personnsliies|1
societies|4
prison,|1
(without|5
fake.news|1
aggreeing|1
tomorrow.|1
important....|1
kukar|1
khamoshi|2
..we|5
aub|1
sita|1
transmissionand|1
rapes.|1
actvisits|1
fuel.|1
kids?,dictatorship|1
traditions.|7
true|150
learning..|1
tanhaion|1
telecasted??|2
(maslaq)|1
instigators|1
justifications|3
revised|4
dong|1
army...i|1
asap.|47
prophet|167
arz.....his|1
case|170
obvious.|1
meanwhile.|1
familly|1
approved|11
technology.|21
people.bol|1
aafia|4
disscussing|1
violence,|32
calture|2
communal|5
feelings|80
alim...|1
7|71
ashoka|1
people.wen|1
speches|2
aftaar|28
hote|6
spared|1
hooves|1
thow|2
it??|3
misleading.humiliation|1
jugnu|2
ahel-e-hadith|1
banana|3
discussion.|6
intelligent,|1
well-known|7
(meanings,|2
right.|34
conspricy|1
leas.|1
https://web.facebook.com/fahadhussaing/posts/1442820109086080|1
23rd,|1
regulation..and|6
items|10
cyber|10
march....during|1
http://www.voice.pk/news/crime-reporter-sana-faisal-caught-blackmailing-family/|2
authenticated|1
time).|2
screenshot|3
frome|1
gathering|12
agent|24
sw6vk|1
harry|8
hammad|1
child|89
parda|2
killers|2
quarrel|5
terminate|8
guest,|6
2002.|4
personally|54
immature,|1
sells|2
#bansahirshow|3
situation..|1
proindian|1
#ban_bol|1
clauses.|1
spreads|39
question..|1
dumping|1
cancel|1094
harz|1
policy|115
.therfore|1
1820|1
thay|11
20:57|2
show...thank|2
sympahties|1
(21dec)|1
hosts/so-called|1
shakeel,s|1
guns|4
son:|2
p.m,|1
fabricated,|1
strangely|1
induce|8
plssssssssssssss|2
caheos|2
continuously.|3
dark-skinned|2
incomprehensible,|1
telecasting|80
room|7
non-mahrams,|3
propagandist???|1
sahaba|18
mention|62
looters.|9
be??|1
tgis|3
zaninb|1
religous|8
qutab|4
settled|1
.being|3
reach|10
him.to|1
pushtons|1
untolerable|1
persnality|13
reconstructing|1
nothing.|6
shoule|2
https://m.facebook.com/story.php?story_fbid=2024326040913844&id=126698214009979|1
scripted|16
135|1
analysed|1
misery.|1
guiding|5
khilaaf|1
shown,|31
satthi|1
pathans.is|1
therefore,|26
added.|1
bail|1
citizens,|5
whereabouts|2
journalist,|3
china|2
pakistan!|7
sensitve|1
rabia,|1
theories,|1
sperate|1
resignation|3
http://temresults2018.com/|2
role-models|1
(able|1
countryman|1
ga!!!|1
begin.|1
ads!!|5
alipur|2
follower|10
ahmadis|2
explanation|14
nagitive|5
pleaee|2
interview|11
re-appear|1
majorette|1
serial.|5
jinnat...|5
10:46am.|1
untrue!|1
wrong|515
misinterpreting|2
godsake.|40
liaquet|5
new,|3
said.for|1
fide|1
chancel|5
falsify|1
fuhash|2
sabzazar,but|2
arrangements|8
fiend|1
segmen)|1
breached|3
kufar....|1
4.|92
...take|1
jinab|2
broken|5
deterrent|1
electronic|140
marvi|9
poison|12
farah|14
rumors|13
seasonal|6
media.he|2
hingoro|1
delibretly|1
capital|273
professionals|2
bitha|1
...as|1
a.o.a|4
risaalat.|2
shahzad.ali|2
shows,|37
feather|1
liaqat,s|1
revolve|28
content.it|1
teaching.|1
.....and|1
studied|2
helping|40
feasibl|2
salam..i|1
@bolentertainment|1
episodes.the|1
particulars.|1
and,|2
wouldwlike|2
words:|1
trends,|5
paly|1
seriously,|17
alyas|1
flagrant|2
offense!|1
holder.|1
boring|1
mis-quoting|1
anthem.|27
caught|9
rubbish.shuold|1
dec|7
kyon|2
ammi|36
hosts(amir|1
episode....stop|1
moves|12
inquality|1
representitive|1
misulik.please|1
habit|6
dedicated|2
participant|9
muatsabana|1
maqam.e.mustafa|1
drawer.|1
influenced.|1
m,|1
respactiable|1
brothers!|1
agencies...|1
tanatamount|1
doctor|56
unchecked|40
,physcological,and|1
eg;|2
manufacturer|6
provacating|1
contradictionary|1
apologise.|8
bags|1
chapters|2
malaigned|1
najam|1009
material|120
mint|2
islam....he|1
everything.|7
primary|1
impacts|6
kehtay|2
rudely.|2
..|235
reputed|11
compensations|5
quickly|5
luaqats|1
2017?|1
shar|1
ulaamaa|1
sattar|2
aamnay|1
hatya|1
firms|1
obscene.|1
kissing...and|3
milne|2
blasphemed|6
folow|4
reasonable|19
shariyah.|15
birthdays|3
replies|3
kambakth|1
+_+|1
freez.|1
ptomoting|1
hyper|5
everyday|7
territory.|2
tha|14
puhtoon|2
manhandling|2
media...this|1
secteriansim|1
region,|1
way!|1
mr.jibran|2
sout|1
apeal|3
news:|2
(29|1
state.|46
jawans,|5
manfrat|1
confessing|1
days.|26
perosn|1
illitrate|2
walk|1
salam...i|8
below.|11
invades|1
poem|8
forced|32
dr.zakir|18
fillings|1
hussain...|3
leople|1
angainst|27
sence|2
risk,|3
humilation|1
facilitator|2
times|101
now..but|1
.https://www.facebook.com/cxabbasi110/videos/1281626425252627/|1
hurmat|3
3:45|2
took|82
memtioned|1
(p.b.u.h)|2
justa|1
wife.this|1
07:45|1
distance|2
lord,|3
quizzes.|1
(last|1
radio|35
mpost|1
cultural,|7
preview|1
liquor.|1
,slaves|1
indecency,|1
verif|3
judiciary|25
blackmailers|14
calamities.|1
bulletin.why|1
companies|22
interesting|1
jibrannasir|2
others.|62
operates|1
vulagrity|1
https://www.youtube.com/watch?v=mikyt8qcn18|27
obvious,|2
plateform.|2
bounds|3
lets|8
provincialism.|1
uncertainity|1
thappar|3
issue.|94
mony|3
gustaki|6
mud-slinging|1
shits|5
clips.|2
jhung|1
reached|6
rnt|1
https://www.youtube.com/watch?v=bgcs-td0vsy|2
khofia|5
i`m|1
match,very|1
bol...he|1
24/5/2018.|1
aslamualikum..|11
times),|3
diabities|1
jibran.|5
shamed|1
patririosm|1
2017,|52
differwnt|2
mouthed|2
#bansahir|2
irrelevante|1
(fact|1
#banaalimkbol|1
lord|3
1068|1
pemea.|1
impunity?|1
stigmatised|2
qabila|1
childless|1
pak..|1
activsits|1
causes.|1
color,|1
damages|3
gifts.|1
genuinely|1
pushtoon.|1
inhuman|13
ater|1
countries,|2
purwan|13
thank|248
malicious,|2
strive|2
join|12
controversial.|7
295c|28
unaccountable.|1
pakistan.adding|1
news,|146
roles|6
firkha|1
portrait|2
money.|31
quetta).|1
immediatedly|1
wait|8
everyones|1
laqit|4
adds....|1
tawz|1
obviois|1
.those|1
prty|1
upright|3
pseudo-liberals|1
i.|3
norms.|56
reason,|5
show.he|2
questionable/useless|2
phrases|28
con|1
compensation.|1
modify|7
funded|15
fanning|7
cameras.|3
ahahahaha|5
software|2
fiqh.|1
raw.|3
executive|5
harassed|30
dource|1
trait|1
samyt|1
them.they|1
khans|2
way,|4
contradictions|1
asking,|1
comprehensive|1
&women,materialism...waste|3
intolerable.|3
voilance|14
on13|1
law(please|1
statement.|14
cinsider|1
saved|1
ludicrous|1
populace.|1
obsessive|1
postive|3
3:|2
transmition|7
pressurized|1
kapre|3
converting|1
made.|15
dance.we|1
fb.com/bolnetwork/videos/1587405061370425/|1
us,|19
institution|41
context|33
complex|3
kindlly|1
infuture|1
utters|1
ahadees|6
allot|2
chek|5
operations,|1
moulana|5
raz.|2
element|9
harasse|1
reputation.proofs|1
amazed|2
mahmand|14
stance.|2
fire|53
traitors,|3
pornstars|1
4:50...|1
muib|1
protect|70
immediately|489
8:00pm|1
noorank|1
equipped|1
forgien|1
this?????|1
pai|1
industry.|8
reflects|4
yesterday|110
nation-state|1
gathered|3
apartment|1
spotlight!|1
mohammad,|1
inaapropriate|1
violannce|1
sheema|74
audio|2
adss...warn|1
chalayga,|21
blasphemy|756
prostitutes.|1
gunnahs|1
channels.bring|3
graveyards|1
provinces.|1
from,|2
ghairat.|3
version|72
bukharis|1
erupt|1
part,|1
coverd|2
kid.|2
brutal|14
path|6
selfish|1
show.its|1
ghatya|1
slaughtering|2
moron|2
monarchy|1
liaquat!|4
it)|1
progrsmme|1
gender,|2
event..|1
chaudhry|21
junior|1
microphone|1
baggage.|1
illgal|1
(jago|1
luxury|1
spewed|4
real,|1
pemra?.if|2
saying:|1
ramzan.i|4
9-10|2
insian|2
behaves|1
riwayat|1
worker|7
gor|1
consor|1
armed|96
badmaash|1
@|7
maker|2
http://www.dailymotion.com/video/x5agu1j_hum-tv-crossing-all-limits-in-a-drama-lesbian-scene_fun|1
mr.allama|1
particular)|270
qatl.|1
punjab,|4
rapidly.....|1
nirani|1
organizations.people|6
religeous|3
markets,|1
anger|25
sir,|282
azab|1
unconstitutional.|1
gift..|1
nutural|1
following:|1
olma|1
explaining|2
explains,|1
needful,|1
felonious|1
lgata|1
theology|1
womain|1
regading|2
guilt|4
super?|2
insinuations|2
laiqat..abuse|1
human.|3
kahani.|5
see|581
frequent|30
wasil|1
apologized|3
messenger|1
concerns|16
intervening|6
attempting|3
2:another|1
delebrately|6
white|14
aaamir|12
wrongly.|3
cook.|4
ctd|2
highest|9
24.|1
competition).i|1
hello.|3
delivers|1
lesson|15
vide|1
thankx|2
phile|1
resumed|1
siting|1
goong|1
ful|4
progrme|1
challenges.|1
attached)|1
appropiate.|5
jeopardy.|2
performing|38
laws|105
zaman|1
age|99
ulma-e-ikram|1
chaley|36
kindly|1469
ok?|1
aimed|1
aggresn|1
nib|2
shahir|1
aal|2
july|20
means|49
ku|1
onair|27
updating|1
waste|23
ali|182
kaha|1
demolishing|2
of(|1
sense.|8
stopped...|1
arrogance|1
rifts|7
example|147
entertained|2
misaligned|1
tool|13
jeopardizing|2
1965..|1
bad.....its|1
promulgating|1
sath,in|2
dawn.|1
immedialtely....i|1
torture.|1
court..|1
javid|52
residence|4
lashed|1
change,|1
7:24|2
pnc|2
departments.|3
lifestyle.|27
keenly.|1
renown|3
walls|1
24/5/18|1
mahajir.|4
where.|1
commendabe|1
dikhaye|1
iresponsible|1
keepers|1
baaghi|2
10:30-11:00|1
policies.band|2
secretasim|1
anchores|2
https://www.facebook.com/opnnews1/videos/1973880082932745/|1
dispute.we|1
hate!because|1
dangerous,|7
pedro|1
miserable|1
cams,|1
possibally|1
sheeps.if|5
issued|101
waqass|1
campaigns.|2
police.|7
chaiye|1
hazrat|73
shaheed|8
literate|3
statements.|10
operated|7
klhnazada..|3
cease|2
6|25
3,|3
saab|5
https://www.samaa.tv/weird/2017/04/horny-male-seeks-mate-kenyas-last-northern-white-rhino-joins-tinder/|1
munkir,|1
limits.kindly|1
touched.|1
manaferat|1
companion|3
tawaif|1
rashids|1
morning|893
transmissions|110
deter|4
arrogantly|1
removing|3
laiqat).|1
porey|1
becase|1
kf|1
went|38
kindu8|1
sourse|1
murtid|1
parasti.|1
conscience|2
jamat|7
gur|1
(maslik|1
complaing|1
comments|87
manner.he|1
scoler|1
bloggers,|19
*an|1
includes|67
sectarianism!|1
dora|2
dissemination|2
nisar,|2
warned,|1
laraiyya|1
larwa|1
culture.plz|1
releazed|1
especialy|1
so.common.these|1
chanel.plz|1
sectairianism|2
ignoring|11
elaborated.|2
duration|3
disturbanxe|1
india.if|2
vulgurness..|5
centered|15
alaikum,|20
beating|7
unhi|1
platform|75
....can|3
applogy|2
hate-speeches|1
equate|1
socuiety.|1
pessimestic|2
challega|1
saazish|1
pragnant|1
programmer|27
charity,knowledge|6
transphobia;|1
kasoor|1
.......pemra|1
6th|4
journalists|41
signature|1
https://youtu.be/5g2g5cvb2wk|1
friend.|4
quran|126
rashida|1
programmers.|1
sth|3
jameel,|2
method|3
eyes?|1
solved|3
some.day|1
warning..|1
disintegrate|1
obligation|8
strengthening|1
d-|3
pakeeza|1
show..very|1
#ban_ramzantransmission|1
errors.|1
shab-e-barat|2
(24/07/2018)|2
22nd|10
opinions|13
neven|1
atv|10
people/|1
traitot|1
bunny|5
therefore;|1
missbehave|1
karam|17
history.|11
sharif|88
bait...|1
close!|1
content.the|1
either|91
pardon|4
behoondgi|1
outfits|4
qu|2
reappear|1
roken|1
150|2
outraging|1
mishaal|1
goorwala|1
incotes|1
phones|13
situation,dancing|1
step,|1
want?|1
segregation|1
iraq|3
invasion|9
nikah|3
ridicolus|1
anti-muslim|1
worda|1
wasalam|4
etheri.|1
ramadan!|1
terrorize|1
action.i|1
caos|1
forbade|1
mazloom|1
satellite.|3
them.please|1
etc.please|1
declearing|1
dupatas|1
imorality|50
sensored,|1
boyfriend.|1
heers|1
certian|2
may,2018|1
athar,all|1
meer|10
slanderous,|1
#firqa|1
building|11
aisanahichalyga|1
norms.....|1
agitating|2
dishonest.|1
section|121
secretly|1
hideous|2
correspondent.|1
aisy|21
intice|1
breaks..|2
liqatat|1
desperate!|1
transmission,and|1
have,|27
nazriye|5
checking|5
speeches|103
35|5
under:-|1
lrae|1
https://www.youtube.com/watch?v=cc44jadn_5a|4
treatment.|5
tribe|117
pak.in|1
sociopaths|1
citizan|1
isy|1
world|268
letter.|3
un-bearable|1
aleh|3
blasphemy,|26
ngos.|1
commission|5
sr.#|2
baby|18
(bhena,|1
settlement|1
fine,|3
poory|1
pakhtun.the|1
haddd|1
chalnnel,|1
teen|10
baat/anchors|2
tak)|1
faisal..and|1
grey|2
decesion|1
br,|1
law..|2
begged|1
proceed|4
anybody|41
suppress|1
royals|2
moderate.|1
firqs,|1
moderate|5
muslam|1
singham.|1
phle|1
awear|1
sallam,|1
bcn|3
offical|1
anchor/journalist/report|1
(aesy|1
was.continously|1
mentioning|7
ghaleez|1
gossip|1
superhero|2
jungle|1
companions|4
complaints.|68
alaameen.|2
record,|1
bygherti|5
lightly.|2
hate...|1
fiture.|1
conduct..|1
behaiviour|1
agricultural|1
,to|2
kisi|3
pemra....|1
daina|2
insulted.|2
dainay|1
liaquate|3
tak,|1
chanale.|1
nation?|8
opportunity.|3
unreasonable|2
redicule|1
nuisance|6
yes|6
beneficial|6
closed.pemra|1
.ilm|1
goodwill|1
missguid|2
license,|4
minors|4
proceeding|1
manafi|1
kick|18
bottles.|2
sensational|7
hatred|593
hadess|2
convicted|104
programs..|3
ko|117
commin|1
icc,|2
shiuld|9
joth|1
https://www.facebook.com/dawnnews/photos/a.384543938287310.90297.369385969803107/1689825131092511/?type=3&theater|1
progaram|4
hatefulness|1
kaokub|1
necessory|12
oncd|1
ghaddars.|1
deemed|2
results,|1
watchdog|1
camoucam.|1
permoting|1
compaint|3
attain|27
facebook/twitter|1
allies|4
filmazia-hd|1
https://www.dailymotion.com/video/x5c4p1y_abb-tak-crime-reporter-caught-blackmailing-a-family_news|3
hey.|3
violently|2
jibraan|2
regulations|63
transphobic.|2
hanged|3
editing.|1
lier|2
http://getpakistan.tv/2017/01/kis-sing-scene-sh|1
namoos.|1
sectranism|2
heading?|1
5|61
hides,|12
tired|10
mask?|1
rot|1
malick|3
fact-based|1
despite|32
permra|3
min.|1
nationwide|1
rakhen|1
dispute,|1
window,|2
dissent|2
shaib,|1
exact|12
plan|37
secondly,|10
pre,teen|1
doct|1
becomming|2
citizen,its|1
sb|44
maulvis/guests|1
program,tried|1
vales.|1
hell?|1
residency|1
truth!!!!!!|1
e-mail|1
liaqat)banned|1
disrupts|3
host,|17
tashfin.|2
judgment|14
chup|1
control!!!|1
marx.|1
clearify|1
mixing|6
write,|1
ramadhan!|1
ahzaab|27
are.|16
ex.dy|1
mulls|1
karbala|16
non-sense.|2
violations......|1
antics.|1
blasmpher|5
rehman,|2
democracy.|3
shall|78
p.b.u.h.|7
veteran|2
scrutinized,|2
showoff|1
.due|2
decent.|1
preacher|6
designs,|3
.pakistan|1
lafz|2
aplogy|1
y|28
diversities.|1
millat|1
krdenn.|1
baltiistan|1
becouse|2
dishonoring|2
wahabi..so|1
zinah.|1
relax|3
iftar.|2
beauty|66
society..|7
rahey|1
fisad|1
vilification|1
day...|2
lisence|87
enters|5
contary|11
heep|1
.it|10
speecher|1
summoned|2
soverent|1
useful|4
hayaye|1
(repeat)|1
got|71
enforced,|1
reema.|11
punjab|73
pemra,i|1
salaried/practicing|1
scholors|11
qureshi..wants|1
unimportant|2
..its|2
privacy.|12
mein|61
place|72
coz|4
stigma|3
fresh.|1
1-|15
royalty.|2
closely|4
staff|25
anti-islamic,|1
roll.|1
negtavity|1
burden.they|1
continuous|7
saleem;|27
sahab,|2
#banbolnews|3
weve|1
you...|1
authority?|3
foundations|1
#justicefor|1
.https://twitter.com/abbtakk/status/965647111877484545|1
tife|4
challayga|1
inami|2
alwkum|1
agree|20
laho|1
panel|4
ranging|1
harsh|25
nights|2
pakistan.i|2
hussaini|1
islamis|1
poetess.|1
mischief|4
qoum.|1
urgently,|1
topics.kindly|1
all.media|1
/anchors|6
along|125
ttribles|1
aab|4
10.|1
url:|1
live.|20
comprehension.|4
treatment|6
geonews,geo|2
